# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-04 08:29:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/szh/AppData/Local/Temp/RtmpWMpWHD/standata-2a103b04951.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503040929-2-29bfd2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503040929-2-5af49c.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.360383
# Diagonal elements of inverse mass matrix:
# 1.29157, 1.81102
-68.4797,0.998072,0.360383,3,7,0,70.0961,0.969725,0.970569,0.624509,0.725065,0.114719,0.725233,119,85,113,82
-68.1039,0.994315,0.360383,3,7,0,69.3152,0.978116,0.784766,0.536703,0.726734,0.838704,0.686706,116,84,90,84
-68.4226,0.998102,0.360383,3,7,0,68.4644,0.983835,0.772465,0.0612646,0.727869,0.612932,0.684054,118,90,90,82
-67.3084,1,0.360383,3,7,0,69.007,0.94853,0.822837,0.439562,0.720819,0.509592,0.694838,116,77,102,83
-67.066,0.992775,0.360383,2,7,0,67.7299,0.929657,0.867312,0.395107,0.717006,0.257291,0.704186,111,89,101,84
-68.0122,0.953387,0.360383,4,15,0,68.8475,0.781929,0.644271,0.424208,0.686096,0.399532,0.655718,83,72,79,84
-67.9012,0.934706,0.360383,3,7,0,70.1929,0.665896,0.809673,0.93257,0.660584,0.410018,0.69204,84,81,104,89
-67.0365,0.97846,0.360383,4,15,0,68.8934,0.925622,0.858707,0.812241,0.716186,0.500396,0.70239,109,87,108,83
-67.24,0.997226,0.360383,3,7,0,67.3581,0.754418,0.829984,0.387725,0.680141,0.174876,0.696352,93,93,100,86
-68.2554,0.898076,0.360383,2,3,0,69.45,0.720477,0.658364,0.277507,0.672712,0.347881,0.658893,82,89,83,85
-67.1362,0.893789,0.360383,2,3,0,70.8534,0.876267,0.757458,0.862474,0.706048,0.514164,0.680802,108,87,90,85
-67.3094,0.977923,0.360383,3,7,0,68.6867,0.745367,0.900228,0.515005,0.678168,0.285476,0.710996,91,85,112,78
-67.1443,0.969658,0.360383,3,7,0,68.3751,0.895936,0.76306,0.910849,0.710114,0.350244,0.682018,109,81,85,88
-67.3143,0.998408,0.360383,3,7,0,67.4941,0.74589,0.90268,0.661736,0.678283,0.212433,0.7115,84,79,113,80
-68.5982,0.884469,0.360383,1,3,0,69.347,0.590124,0.904884,0.54039,0.643394,0.848969,0.711952,73,74,107,81
-67.5631,0.997064,0.360383,3,7,0,69.6903,0.944929,0.740982,0.363549,0.720094,0.753674,0.677211,114,96,86,79
-67.5287,0.999788,0.360383,3,7,0,67.8936,0.961337,0.902213,0.74896,0.723389,0.237443,0.711404,115,78,110,83
-67.9485,0.984464,0.360383,3,7,0,68.4021,0.965716,0.734111,0.73777,0.724265,0.303813,0.675707,116,88,79,89
-70.7956,0.958625,0.360383,3,11,0,71.4121,0.99835,0.947166,0.153392,0.730734,0.769838,0.720545,120,86,117,75
-69.6475,0.999786,0.360383,4,15,0,70.8863,0.995858,0.79203,0.476046,0.730243,0.486039,0.688267,120,81,98,93
-68.134,0.98772,0.360383,3,15,0,70.577,0.972045,0.730745,0.567752,0.725527,0.379303,0.674969,118,96,96,80
-66.8642,0.995921,0.360383,3,7,0,68.428,0.870944,0.857723,0.442989,0.704942,0.871211,0.702185,103,86,102,80
-66.998,0.970257,0.360383,4,15,0,68.1887,0.919136,0.874371,0.425231,0.714866,0.511622,0.705654,110,84,111,85
-66.9732,0.990924,0.360383,2,5,0,67.5782,0.811912,0.886187,0.239993,0.692517,0.248608,0.708103,92,75,110,85
-67.8762,0.9718,0.360383,4,15,0,67.9687,0.697706,0.941031,0.456138,0.667679,0.686787,0.719308,86,77,116,84
-67.9645,0.992879,0.360383,3,7,0,68.511,0.968515,0.744756,0.584321,0.724823,0.519323,0.678035,116,89,84,73
-67.5028,0.990442,0.360383,4,15,0,68.514,0.877089,0.963274,0.163896,0.706219,0.540666,0.723777,107,95,117,92
-67.5546,0.986304,0.360383,3,7,0,68.5097,0.926276,0.956797,0.334009,0.716319,0.614111,0.72248,107,101,115,84
-67.8423,0.99286,0.360383,3,7,0,68.4536,0.971124,0.91969,0.493359,0.725343,0.581743,0.714979,113,84,113,92
-67.1193,0.989799,0.360383,3,7,0,68.9456,0.933426,0.888635,0.589383,0.71777,0.824201,0.708608,113,84,105,83
-67.101,0.98441,0.360383,2,7,0,68.3269,0.792514,0.811081,0.32085,0.688371,0.128943,0.69234,91,77,95,84
