# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-04 07:58:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/szh/AppData/Local/Temp/RtmpWMpWHD/standata-2a1076ba5901.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503040858-1-58f9f9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503040858-1-64f469.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l
# Adaptation terminated
# Step size = 0.380381
# Diagonal elements of inverse mass matrix:
# 1.57043, 1.53439
-69.2782,0.997322,0.380381,2,3,0,69.3405,0.991309,0.954793
-69.7154,0.999918,0.380381,3,7,0,70.1486,0.99482,0.950621
-66.9824,0.986517,0.380381,4,15,0,71.0501,0.893481,0.806068
-67.0469,0.998997,0.380381,3,7,0,67.1245,0.789316,0.879679
-66.9596,0.983808,0.380381,2,7,0,67.4282,0.90972,0.882974
-67.0899,0.967602,0.380381,2,7,0,68.6729,0.872549,0.767613
-67.4586,0.961933,0.380381,2,3,0,67.7656,0.837323,0.700823
-67.0413,0.994383,0.380381,4,15,0,67.7369,0.864796,0.779461
-67.2741,0.992386,0.380381,3,7,0,67.3889,0.939308,0.91715
-67.7265,0.963188,0.380381,3,7,0,70.3764,0.726289,0.945297
-69.1065,0.980783,0.380381,3,7,0,70.0362,0.894229,0.498565
-68.0912,0.964754,0.380381,3,15,0,71.2955,0.821836,0.980533
-68.2781,0.977438,0.380381,3,7,0,68.9783,0.890131,0.984903
-68.3166,0.999972,0.380381,2,3,0,68.4053,0.872116,0.985865
-69.1189,0.99107,0.380381,4,15,0,69.6236,0.862093,0.993965
-68.7988,0.977527,0.380381,3,7,0,69.8922,0.694131,0.981286
-69.6611,0.924819,0.380381,3,15,0,70.7339,0.987485,0.981469
-70.1232,0.993278,0.380381,3,15,0,71.0736,0.993946,0.639264
-70.1029,0.990265,0.380381,3,15,0,71.251,0.996867,0.942103
-69.1598,1,0.380381,3,7,0,70.2682,0.993992,0.879053
-67.101,0.997587,0.380381,2,7,0,69.8823,0.923289,0.809176
-67.4404,0.966359,0.380381,2,7,0,68.6558,0.959743,0.867772
-68.3612,0.928032,0.380381,4,15,0,71.3994,0.635016,0.757531
-67.0812,0.993074,0.380381,3,7,0,68.969,0.923169,0.816506
-66.9225,0.975405,0.380381,2,7,0,68.6971,0.828458,0.843005
-67.2385,0.983929,0.380381,2,3,0,67.2572,0.786119,0.777356
-67.0482,0.912675,0.380381,3,7,0,69.3167,0.798015,0.824134
-67.7244,0.921492,0.380381,2,7,0,69.6186,0.912608,0.968787
-68.9367,0.95626,0.380381,2,7,0,71.4344,0.954079,0.987883
-68.474,0.999924,0.380381,3,7,0,69.1206,0.905507,0.987204
-68.5647,0.99979,0.380381,2,3,0,68.5658,0.907033,0.988322
-68.6241,0.999586,0.380381,1,1,0,68.6297,0.908169,0.988988
-68.6904,0.942036,0.380381,3,7,0,71.1851,0.760794,0.986827
-68.8206,0.987599,0.380381,1,1,0,68.8417,0.738602,0.986893
-69.2722,0.989816,0.380381,3,7,0,69.8834,0.789997,0.993844
-68.7872,0.984478,0.380381,2,3,0,69.5934,0.782766,0.989414
-68.3934,1,0.380381,2,3,0,68.9123,0.882685,0.986868
-68.4026,0.99543,0.380381,4,15,0,68.674,0.883251,0.986988
-68.6804,0.992555,0.380381,3,7,0,68.9623,0.947608,0.985531
-68.9155,0.994427,0.380381,3,7,0,69.5272,0.973284,0.980047
-68.6123,0.999969,0.380381,3,7,0,69.3376,0.956993,0.981751
-67.3355,0.998468,0.380381,2,5,0,68.997,0.906837,0.949228
-67.5729,0.993001,0.380381,3,7,0,67.9799,0.714107,0.797113
-67.1624,0.983677,0.380381,2,3,0,67.9917,0.815989,0.769165
-66.9738,1,0.380381,2,3,0,67.1866,0.864859,0.798869
-67.3623,0.977564,0.380381,2,3,0,67.4772,0.767656,0.767942
-67.5874,0.97457,0.380381,3,7,0,68.1415,0.910555,0.96332
-67.4805,0.991611,0.380381,3,7,0,68.2705,0.955872,0.914845
-67.5233,0.996413,0.380381,3,7,0,67.9009,0.713061,0.902946
-67.3504,0.986624,0.380381,3,7,0,68.1811,0.790966,0.942456
-66.9946,0.993425,0.380381,2,7,0,67.7855,0.829853,0.910249
-67.5946,0.98828,0.380381,3,7,0,67.6663,0.846448,0.966939
-67.8446,0.967936,0.380381,3,7,0,68.682,0.913481,0.972898
-67.6434,0.998802,0.380381,3,7,0,68.0676,0.844053,0.669876
-66.9032,1,0.380381,2,7,0,67.7404,0.835941,0.845846
-67.1213,0.976802,0.380381,2,7,0,67.5543,0.91186,0.924465
-66.9158,0.994603,0.380381,2,7,0,67.4504,0.888511,0.893837
-67.2267,0.986863,0.380381,2,7,0,67.533,0.92687,0.778613
-68.096,0.929659,0.380381,2,7,0,69.2052,0.786027,0.977641
-68.0876,0.991343,0.380381,3,7,0,68.6419,0.729624,0.967571
-66.9847,0.993673,0.380381,3,7,0,68.5411,0.877043,0.79677
-67.0011,0.892249,0.380381,3,7,0,70.1247,0.819455,0.813956
-66.961,0.987604,0.380381,3,7,0,67.4377,0.820047,0.831676
-67.2578,0.953019,0.380381,2,7,0,68.0188,0.947607,0.846462
-67.9708,0.943677,0.380381,1,3,0,69.0515,0.966686,0.734273
-68.0979,0.992157,0.380381,1,1,0,68.1056,0.968217,0.71766
-68.458,0.991132,0.380381,2,3,0,68.6232,0.978467,0.71262
-67.3588,0.989999,0.380381,2,7,0,68.9449,0.928955,0.940525
-68.0509,0.992752,0.380381,3,7,0,68.2061,0.688097,0.949649
-67.4062,0.993285,0.380381,3,7,0,68.4508,0.943551,0.930371
-69.9421,0.935421,0.380381,2,7,0,71.6362,0.987942,0.985894
-68.9511,1,0.380381,3,7,0,70.248,0.965057,0.985027
-68.2244,0.996952,0.380381,3,7,0,69.7933,0.622468,0.88476
-68.0384,1,0.380381,3,15,0,68.8412,0.974183,0.765057
-68.0022,0.991612,0.380381,3,7,0,68.3469,0.684172,0.943223
-69.7184,0.893511,0.380381,3,11,0,70.0536,0.996277,0.802514
-68.5666,0.996137,0.380381,2,5,0,70.1082,0.988723,0.885353
-68.2143,0.979143,0.380381,3,7,0,69.5141,0.958808,0.665725
-67.4777,0.979137,0.380381,2,7,0,69.144,0.900842,0.959643
-66.9003,0.998134,0.380381,2,7,0,67.781,0.869602,0.8954
-67.0793,0.961984,0.380381,2,7,0,68.5058,0.925929,0.825717
-67.7744,0.97772,0.380381,3,7,0,67.981,0.956245,0.94896
-66.9045,0.997944,0.380381,2,7,0,67.8912,0.848538,0.892689
-68.6213,0.936394,0.380381,2,7,0,69.244,0.904476,0.989124
-67.9155,0.997186,0.380381,3,7,0,69.0154,0.738586,0.96236
-67.3838,0.999602,0.380381,2,3,0,67.9605,0.855108,0.956951
-66.9715,0.979477,0.380381,3,7,0,68.2547,0.850806,0.802381
-67.1707,0.995043,0.380381,3,7,0,67.2378,0.773324,0.816946
-67.2694,0.991054,0.380381,3,7,0,67.6533,0.873327,0.949558
-66.9114,0.999482,0.380381,3,7,0,67.3436,0.829862,0.8761
-67.9378,0.941523,0.380381,2,3,0,68.1642,0.681572,0.763679
-67.0392,0.980792,0.380381,2,3,0,68.429,0.793178,0.885485
-67.7182,0.976336,0.380381,3,7,0,67.9788,0.919903,0.966978
-66.9389,0.994048,0.380381,2,7,0,68.4519,0.907556,0.870416
-66.8929,0.992611,0.380381,3,7,0,67.3119,0.888662,0.84508
-66.996,0.989151,0.380381,2,7,0,67.2276,0.866724,0.919354
-67.136,0.994666,0.380381,2,7,0,67.273,0.845407,0.936414
-67.7424,0.957832,0.380381,2,7,0,69.5823,0.953232,0.728111
-67.5495,0.999162,0.380381,2,3,0,67.8189,0.952525,0.766265
-67.8907,0.974625,0.380381,3,7,0,69.3235,0.781715,0.661631
-67.7192,1,0.380381,1,1,0,67.8923,0.789885,0.682157
-67.7192,0.781217,0.380381,2,3,0,71.1515,0.789885,0.682157
-68.399,0.956971,0.380381,2,3,0,68.7632,0.872642,0.57022
-69.6598,0.909592,0.380381,3,15,0,72.9459,0.996349,0.888608
-68.021,0.992439,0.380381,3,7,0,70.4262,0.97928,0.832817
-67.3373,0.993867,0.380381,2,7,0,68.1227,0.953447,0.850355
-67.3881,0.989716,0.380381,3,7,0,68.0191,0.790178,0.739848
-67.4753,0.897412,0.380381,2,7,0,69.5543,0.960257,0.890203
-67.3138,1,0.380381,3,7,0,67.5093,0.952226,0.859116
-67.2581,0.999858,0.380381,2,3,0,67.3451,0.948236,0.869726
-67.0901,0.998578,0.380381,3,7,0,67.4526,0.898891,0.927097
-70.353,0.907939,0.380381,3,7,0,71.8729,0.998132,0.901267
-68.0434,0.999992,0.380381,2,7,0,70.7965,0.980376,0.871787
-68.1943,0.999099,0.380381,2,3,0,68.2102,0.983281,0.879556
-68.4828,0.989445,0.380381,3,15,0,68.8861,0.637732,0.950363
-69.4243,0.991578,0.380381,3,7,0,70.127,0.962066,0.526275
-68.7732,0.977314,0.380381,3,7,0,71.0069,0.693588,0.980649
-69.3972,1,0.380381,3,7,0,70.0342,0.96621,0.990469
-68.1674,1,0.380381,3,7,0,69.4365,0.95194,0.97217
-67.6049,0.999973,0.380381,3,7,0,68.2404,0.909928,0.964267
-67.6741,0.998893,0.380381,2,3,0,67.7002,0.920554,0.964905
-67.5232,1,0.380381,2,3,0,67.7025,0.919259,0.957613
-69.0442,0.985041,0.380381,3,7,0,69.1623,0.922261,0.99237
-69.053,0.965877,0.380381,3,7,0,71.9226,0.772988,0.991621
-68.2613,0.967991,0.380381,2,7,0,72.3191,0.718799,0.971439
-67.8786,0.99494,0.380381,3,15,0,68.8704,0.973655,0.911633
-67.0104,1,0.380381,3,7,0,67.8674,0.921812,0.863582
-66.9292,0.998255,0.380381,3,7,0,67.1534,0.880632,0.902612
-67.0492,0.992522,0.380381,2,7,0,67.2283,0.927445,0.859864
-68.0499,0.941919,0.380381,4,15,0,69.5885,0.867978,0.981022
-67.3299,0.97439,0.380381,2,7,0,69.88,0.950005,0.899417
-66.9797,0.989683,0.380381,2,7,0,68.0784,0.916439,0.859666
-68.9452,0.90423,0.380381,2,7,0,71.0544,0.990448,0.934164
-68.1739,0.995162,0.380381,3,15,0,69.6833,0.96615,0.69585
-67.3698,0.999702,0.380381,3,7,0,68.2412,0.953469,0.827581
-68.1865,0.97544,0.380381,4,15,0,69.6765,0.628443,0.894036
-69.5743,0.923971,0.380381,2,3,0,69.6926,0.508565,0.913889
-67.1419,1,0.380381,2,3,0,69.3735,0.793965,0.91736
-67.0581,0.996743,0.380381,2,7,0,67.413,0.90899,0.797847
-67.6951,0.984887,0.380381,3,7,0,67.8552,0.970655,0.871449
-67.0979,0.995016,0.380381,3,7,0,68.1483,0.814022,0.787527
-67.2459,0.99143,0.380381,3,7,0,67.4208,0.946525,0.881591
-67.2454,0.980632,0.380381,2,7,0,68.3892,0.923144,0.932748
-67.1954,0.979166,0.380381,2,7,0,68.615,0.794904,0.779198
-66.9511,0.998926,0.380381,2,7,0,67.3219,0.852464,0.908735
-68.2725,0.9394,0.380381,2,7,0,69.4932,0.964918,0.967208
-67.4464,0.999645,0.380381,2,3,0,68.3572,0.929168,0.947979
-68.6597,0.981736,0.380381,3,7,0,68.8143,0.983881,0.723085
-67.6935,0.991626,0.380381,2,7,0,69.0542,0.951994,0.733893
-69.2379,0.900595,0.380381,2,3,0,69.4129,0.937252,0.509145
-67.042,1,0.380381,2,3,0,69.2705,0.919058,0.822498
-67.3355,0.986291,0.380381,3,7,0,67.543,0.850987,0.718706
-67.6326,0.980665,0.380381,2,3,0,67.7636,0.873602,0.669207
-68.0868,0.944564,0.380381,3,7,0,69.7118,0.840318,0.981316
-69.0731,0.970045,0.380381,2,7,0,70.9026,0.810869,0.993009
-67.7298,0.997274,0.380381,4,15,0,69.0676,0.920487,0.675361
-67.5745,1,0.380381,3,7,0,67.8938,0.851518,0.966346
-67.4524,0.989565,0.380381,3,7,0,68.0013,0.742266,0.926115
-68.323,0.989008,0.380381,3,7,0,68.9095,0.863399,0.985978
-68.1541,0.989181,0.380381,3,7,0,68.8412,0.951458,0.971957
-68.6705,0.985952,0.380381,2,7,0,70.089,0.804791,0.989077
-67.0352,0.984601,0.380381,3,7,0,69.6995,0.790536,0.855477
-67.4989,0.94485,0.380381,3,7,0,68.3533,0.946555,0.936977
-66.9874,0.983134,0.380381,2,7,0,68.7262,0.81812,0.821253
-67.4606,0.934256,0.380381,3,7,0,69.0006,0.953516,0.918292
-70.0456,0.974555,0.380381,3,7,0,70.1208,0.541204,0.975711
-70.4176,0.994389,0.380381,3,7,0,72.0963,0.978825,0.476192
-67.9404,0.937341,0.380381,3,7,0,73.7236,0.651909,0.861809
-68.3129,0.965793,0.380381,3,7,0,69.794,0.944299,0.979162
-67.6621,0.994817,0.380381,4,15,0,69.3681,0.753068,0.721825
-67.4172,0.996845,0.380381,3,7,0,68.1052,0.958086,0.878899
-67.1472,0.996176,0.380381,3,7,0,67.7475,0.768376,0.883239
-67.3617,0.951656,0.380381,3,7,0,68.3411,0.839655,0.954381
-68.3953,0.96471,0.380381,3,15,0,68.7087,0.976974,0.955634
-66.9157,0.993986,0.380381,3,7,0,68.6417,0.867233,0.900875
-67.1929,0.98982,0.380381,2,7,0,67.305,0.922722,0.9262
-67.2105,0.999451,0.380381,1,1,0,67.2187,0.925843,0.925689
-67.5761,0.987918,0.380381,2,7,0,68.279,0.960683,0.796769
-71.0369,0.957618,0.380381,3,7,0,71.3544,0.998898,0.931348
-68.6112,0.977586,0.380381,3,9,0,71.339,0.593093,0.799063
-67.112,1,0.380381,2,3,0,68.5321,0.807834,0.789153
-67.0391,0.97233,0.380381,2,7,0,67.8588,0.873156,0.925954
-67.2344,0.993415,0.380381,3,7,0,67.3751,0.776057,0.920034
-66.9645,0.990755,0.380381,2,7,0,67.4987,0.842461,0.908902
-67.2984,0.988206,0.380381,3,7,0,67.3701,0.937906,0.923695
-68.0791,0.984957,0.380381,3,7,0,68.4501,0.980123,0.899542
-67.7061,0.982982,0.380381,2,7,0,69.6436,0.924203,0.965294
-68.1387,0.998015,0.380381,3,7,0,68.4043,0.880372,0.982677
-68.2168,0.999224,0.380381,1,1,0,68.2192,0.885091,0.984006
-67.7544,0.999926,0.380381,3,7,0,68.2518,0.886727,0.972732
-67.7788,0.989349,0.380381,3,15,0,68.6782,0.971313,0.904801
-68.6866,0.970827,0.380381,2,5,0,69.9217,0.615036,0.72955
-66.8799,1,0.380381,2,3,0,68.6661,0.872085,0.885197
-66.9383,0.989428,0.380381,2,7,0,67.3477,0.817553,0.860797
-68.2482,0.949437,0.380381,2,7,0,68.5111,0.746314,0.636996
-68.3715,0.990371,0.380381,3,7,0,69.0905,0.859665,0.5734
-67.6438,0.999614,0.380381,3,7,0,69.2581,0.967893,0.889807
-67.263,0.997907,0.380381,3,7,0,67.974,0.89431,0.736909
-67.2419,0.999612,0.380381,3,7,0,67.4039,0.805572,0.937189
-66.8687,0.756323,0.380381,3,7,0,73.0701,0.86429,0.877305
-67.0865,0.990149,0.380381,2,7,0,67.2,0.848047,0.931028
-68.4134,0.954542,0.380381,2,7,0,69.4295,0.924329,0.984797
-68.391,0.999302,0.380381,2,3,0,68.5231,0.927851,0.98398
-68.5355,0.999907,0.380381,2,3,0,68.5755,0.924504,0.986679
-66.9104,0.999818,0.380381,2,7,0,68.9077,0.879105,0.896994
-67.8645,0.960176,0.380381,2,7,0,68.095,0.975033,0.894077
-67.1334,0.98555,0.380381,2,7,0,69.7077,0.851763,0.758945
-68.1295,0.954561,0.380381,3,7,0,68.2336,0.907845,0.611516
-69.3594,0.930143,0.380381,2,3,0,69.6623,0.87638,0.471528
-69.3499,0.938681,0.380381,2,3,0,71.4509,0.885673,0.473462
-67.8881,1,0.380381,3,7,0,70.2458,0.689758,0.760569
-68.2234,0.98832,0.380381,3,15,0,68.4181,0.971347,0.956552
-68.5053,0.981092,0.380381,3,7,0,70.5814,0.981179,0.725724
-68.406,1,0.380381,1,1,0,68.5167,0.98002,0.734489
-67.0953,0.992618,0.380381,2,7,0,68.5686,0.922981,0.907628
-67.5741,0.96713,0.380381,4,15,0,68.8839,0.755431,0.736052
-67.6302,0.955599,0.380381,3,7,0,68.8594,0.813041,0.965225
-66.9438,0.985345,0.380381,2,7,0,68.8822,0.83727,0.820394
-68.3516,0.925677,0.380381,2,3,0,68.6259,0.613238,0.901012
-67.1669,1,0.380381,3,7,0,68.4596,0.820447,0.934002
-67.6223,0.975983,0.380381,2,7,0,69.0533,0.845766,0.672679
-67.0173,0.997098,0.380381,2,3,0,67.7925,0.909562,0.812818
-67.1262,0.994319,0.380381,3,7,0,67.4763,0.770248,0.8707
-67.2872,0.996732,0.380381,3,7,0,67.4685,0.762485,0.795126
-67.3459,0.98075,0.380381,3,7,0,68.0639,0.939279,0.775628
-66.9936,0.991892,0.380381,2,7,0,68.0847,0.801619,0.853326
-68.0153,0.939991,0.380381,3,15,0,68.2038,0.979383,0.886094
-68.7335,0.995482,0.380381,3,7,0,68.7886,0.989171,0.788624
-67.5258,0.995896,0.380381,3,7,0,69.0511,0.950754,0.765721
-67.491,0.995728,0.380381,3,7,0,68.1683,0.960455,0.895331
-67.8952,0.987588,0.380381,2,7,0,68.2684,0.975801,0.895583
-68.2685,0.976795,0.380381,3,7,0,70.048,0.930201,0.610548
-67.6843,1,0.380381,2,3,0,68.3937,0.905319,0.671127
-67.7048,0.979698,0.380381,3,7,0,69.8078,0.918685,0.966716
-67.0982,1,0.380381,3,7,0,67.8137,0.778896,0.884048
-67.4684,0.957256,0.380381,2,7,0,67.9761,0.960044,0.83603
-66.9567,0.999764,0.380381,3,7,0,67.5024,0.909638,0.84525
-67.034,0.998162,0.380381,3,7,0,67.0996,0.913646,0.905475
-67.6093,0.984814,0.380381,2,7,0,67.8423,0.924603,0.9605
-68.3565,0.985055,0.380381,3,7,0,69.2909,0.742654,0.978613
-67.4832,0.984175,0.380381,2,5,0,68.8385,0.906042,0.958943
-67.3678,0.998271,0.380381,3,7,0,67.7945,0.760416,0.928501
-67.3853,0.996686,0.380381,3,7,0,67.7768,0.915117,0.728262
-67.2945,0.995862,0.380381,3,7,0,68.0766,0.762868,0.792337
-67.0276,0.9963,0.380381,3,7,0,67.651,0.924383,0.867678
-67.0767,0.999076,0.380381,2,3,0,67.0887,0.930986,0.859975
-68.2035,0.957224,0.380381,3,7,0,68.5083,0.848125,0.983809
-68.9675,0.982439,0.380381,3,11,0,70.2844,0.876852,0.992909
-69.6462,0.974354,0.380381,3,7,0,70.043,0.954957,0.994177
-69.5468,0.99111,0.380381,3,7,0,70.6927,0.606543,0.980923
-68.306,0.999017,0.380381,3,7,0,69.9247,0.866382,0.98572
-68.0661,0.993486,0.380381,3,7,0,68.613,0.910794,0.621243
-67.3929,1,0.380381,3,7,0,68.2834,0.938049,0.935823
-67.3762,0.999494,0.380381,2,3,0,67.4792,0.927523,0.943153
-67.1633,0.983765,0.380381,3,7,0,68.7492,0.871365,0.75094
-66.9319,0.992017,0.380381,1,3,0,67.336,0.876682,0.815124
-66.9943,0.995985,0.380381,3,7,0,67.1319,0.808133,0.833483
-67.0523,0.994444,0.380381,3,7,0,67.3215,0.886017,0.780587
-67.1967,0.845645,0.380381,3,7,0,71.9694,0.91059,0.935056
-66.9786,0.986248,0.380381,2,5,0,67.9955,0.835497,0.808012
-67.0753,0.990554,0.380381,2,7,0,67.2739,0.909366,0.918733
-69.4738,0.909927,0.380381,3,15,0,71.7621,0.967801,0.990839
-68.4274,0.999493,0.380381,3,15,0,69.8056,0.745125,0.980597
-68.2541,0.929509,0.380381,2,3,0,69.5341,0.715223,0.970327
-68.8866,0.986213,0.380381,2,3,0,69.0808,0.673569,0.979695
-69.6838,0.988415,0.380381,4,15,0,71.0224,0.791976,0.996005
-68.5266,1,0.380381,3,7,0,70.1329,0.921873,0.986799
-68.9408,0.996645,0.380381,3,7,0,69.2735,0.739655,0.988567
-67.8479,0.987641,0.380381,2,3,0,69.1755,0.802768,0.972283
-67.1522,0.990266,0.380381,3,7,0,68.2939,0.770133,0.890877
-67.4813,0.91793,0.380381,2,7,0,68.9269,0.954054,0.920452
-67.6985,0.993035,0.380381,3,7,0,68.2942,0.964482,0.784289
-67.0071,0.997758,0.380381,2,7,0,67.699,0.919812,0.879801
-67.0716,0.998985,0.380381,3,7,0,67.1204,0.790065,0.894983
-67.0797,1,0.380381,3,7,0,67.1878,0.921832,0.81371
-68.1834,0.949221,0.380381,3,7,0,68.6382,0.95907,0.968455
-67.0436,0.983148,0.380381,2,7,0,70.1585,0.790014,0.879337
-67.1189,0.984655,0.380381,3,7,0,67.5746,0.933002,0.834143
-70.157,0.908057,0.380381,2,7,0,71.2457,0.994347,0.974935
-68.97,0.969213,0.380381,2,7,0,71.6902,0.98742,0.957275
-69.5576,0.989177,0.380381,4,15,0,70.8862,0.989134,0.640105
-69.1095,0.990486,0.380381,3,7,0,70.7414,0.993723,0.867057
-67.977,0.974186,0.380381,4,15,0,70.2724,0.902586,0.978002
-66.9965,0.99248,0.380381,3,7,0,68.68,0.868916,0.791946
-66.8702,0.987796,0.380381,2,7,0,67.3309,0.87842,0.855141
-67.3141,0.986321,0.380381,3,7,0,67.3205,0.940488,0.921982
-67.3015,0.998606,0.380381,3,7,0,67.6514,0.862311,0.951948
-67.4044,0.991202,0.380381,3,7,0,67.7105,0.904028,0.95472
-67.1809,0.999604,0.380381,3,7,0,67.5652,0.901763,0.937087
-68.0428,0.98702,0.380381,3,7,0,68.2576,0.710325,0.959439
-67.6053,0.995192,0.380381,3,7,0,68.3745,0.80651,0.963092
-67.4667,0.999097,0.380381,2,3,0,67.6391,0.835187,0.960031
-67.6264,0.982808,0.380381,3,7,0,68.518,0.694262,0.891575
-67.4707,1,0.380381,3,7,0,68.0187,0.714297,0.840623
-67.4175,0.999328,0.380381,3,7,0,67.7713,0.938692,0.937768
-67.3455,1,0.380381,3,7,0,67.4721,0.940854,0.926208
-67.3465,0.986054,0.380381,2,7,0,68.7147,0.892802,0.953096
-67.2412,0.990018,0.380381,2,7,0,68.1596,0.9282,0.927622
-66.986,0.998074,0.380381,2,7,0,67.469,0.856218,0.79619
-66.8896,0.976904,0.380381,2,7,0,67.6061,0.89221,0.862789
-67.7157,0.954419,0.380381,3,7,0,68.4943,0.932375,0.96288
-67.018,0.998988,0.380381,3,7,0,68.0133,0.916174,0.82629
-66.9383,0.988166,0.380381,3,7,0,67.7508,0.826684,0.88973
-67.4104,0.933079,0.380381,2,5,0,68.3919,0.958143,0.866157
-68.1804,0.986662,0.380381,2,7,0,68.8808,0.652479,0.934921
-67.4197,1,0.380381,3,7,0,68.2892,0.941088,0.762406
-66.9988,1,0.380381,3,7,0,67.4827,0.895411,0.80213
-67.2271,0.99344,0.380381,3,7,0,67.3703,0.936585,0.913153
-67.5145,0.995923,0.380381,3,7,0,67.7058,0.78254,0.952547
-67.0447,0.990547,0.380381,2,7,0,68.1106,0.831351,0.920746
-67.1013,0.991725,0.380381,2,3,0,67.2222,0.7994,0.913463
-67.1429,0.999235,0.380381,3,7,0,67.3329,0.923768,0.916822
-68.3262,0.971337,0.380381,2,7,0,68.7971,0.976324,0.952735
-67.575,0.999822,0.380381,3,7,0,68.6153,0.942068,0.732104
-68.3095,0.957313,0.380381,2,3,0,68.4084,0.938932,0.615327
-72.0614,0.846639,0.380381,3,7,0,72.4275,0.889217,0.262611
-72.2423,1,0.380381,1,1,0,72.4381,0.901868,0.253048
-67.2199,0.998995,0.380381,3,7,0,72.16,0.850234,0.945036
-67.0509,0.998744,0.380381,3,7,0,67.371,0.838483,0.783901
-68.5637,0.908971,0.380381,2,7,0,69.5768,0.981496,0.954039
-67.0151,0.978461,0.380381,4,15,0,71.531,0.90046,0.801542
-66.8767,0.982262,0.380381,3,7,0,67.6079,0.850245,0.850827
-67.0427,0.985034,0.380381,3,7,0,67.3504,0.920685,0.896013
-68.32,0.944631,0.380381,2,7,0,69.6746,0.925893,0.982938
-67.1555,0.990667,0.380381,2,7,0,68.8467,0.887049,0.938282
-67.3808,0.981584,0.380381,2,7,0,68.4958,0.948832,0.797453
-69.3755,0.916459,0.380381,3,7,0,69.551,0.753329,0.99335
-67.4022,0.986355,0.380381,3,7,0,69.9237,0.956468,0.888018
-67.8978,0.980645,0.380381,2,5,0,68.5971,0.70668,0.948414
-68.2458,0.998745,0.380381,3,7,0,68.5591,0.946597,0.63504
-67.3174,0.895986,0.380381,2,5,0,71.1052,0.851959,0.952571
-67.3436,0.974017,0.380381,3,7,0,69.6697,0.908483,0.730326
-67.7078,0.987436,0.380381,3,7,0,67.9555,0.907863,0.968959
-67.3481,0.998056,0.380381,3,7,0,68.1592,0.772566,0.765571
-67.4722,0.98061,0.380381,3,15,0,67.9374,0.96133,0.857146
-67.2461,0.99791,0.380381,2,7,0,67.5149,0.944234,0.826766
-67.2086,1,0.380381,3,7,0,67.2559,0.942808,0.839013
-67.2518,0.997845,0.380381,3,7,0,67.4884,0.758012,0.8156
-70.1408,0.849065,0.380381,2,3,0,70.3989,0.665157,0.488684
-70.998,0.869958,0.380381,4,15,0,74.3296,0.95947,0.37915
-69.7864,1,0.380381,3,7,0,71.9229,0.636441,0.989268
-67.4646,1,0.380381,3,7,0,70.2103,0.94282,0.756574
-67.2666,0.977749,0.380381,3,7,0,68.327,0.767347,0.793865
-67.5317,0.928003,0.380381,3,7,0,69.3942,0.950783,0.934304
-67.0932,0.99983,0.380381,3,7,0,67.6269,0.776825,0.865147
-67.48,0.991599,0.380381,3,7,0,67.6853,0.89262,0.960957
-67.8355,0.990019,0.380381,3,7,0,68.0808,0.949794,0.959252
-67.3416,1,0.380381,3,7,0,68.0038,0.884351,0.718404
-67.2047,0.973526,0.380381,3,7,0,68.2218,0.939997,0.898118
-67.264,0.975905,0.380381,3,7,0,68.3901,0.836323,0.736327
-66.8705,0.952317,0.380381,1,3,0,68.2411,0.874499,0.850161
-67.2317,0.972954,0.380381,2,5,0,67.6804,0.890199,0.944866
-67.4267,0.996051,0.380381,2,3,0,67.4846,0.878282,0.959341
-67.6768,0.997216,0.380381,3,7,0,67.8562,0.856017,0.970504
-67.3156,0.969872,0.380381,2,5,0,69.3667,0.951788,0.879807
-67.9711,0.968207,0.380381,3,7,0,69.1764,0.975956,0.914603
-68.2392,0.998094,0.380381,3,7,0,68.5571,0.983679,0.830779
-68.0968,0.983283,0.380381,3,7,0,68.8662,0.961604,0.692167
-67.1119,0.990818,0.380381,3,15,0,68.5215,0.87737,0.934911
-70.022,0.934299,0.380381,3,15,0,71.2638,0.783932,0.997072
