# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-06 12:37:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/emily/AppData/Local/Temp/RtmpOIJBhk/standata-25083a96236f.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503061337-1-7b578e.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503061337-1-4a62bc.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.380381
# Diagonal elements of inverse mass matrix:
# 1.57043, 1.53439
-67.5596,0.935962,0.380381,2,7,0,68.5451,0.96285,0.902154,0.697443,0.723692,0.690166,0.711392,80,89,85,84
-66.9869,0.988839,0.380381,2,7,0,68.731,0.845227,0.799617,0.831915,0.699565,0.473179,0.689893,100,90,57,84
-66.9015,0.999892,0.380381,3,7,0,67.0467,0.838786,0.883251,0.725165,0.69821,0.576645,0.707495,80,86,76,91
-67.0052,0.993942,0.380381,2,5,0,67.0815,0.919051,0.844318,0.484488,0.714849,0.330097,0.699374,67,83,33,100
-67.7771,0.98188,0.380381,3,7,0,67.8715,0.962705,0.938482,0.478181,0.723663,0.573623,0.718793,59,88,62,87
-67.7349,1,0.380381,3,7,0,67.9006,0.95562,0.946685,0.707508,0.722244,0.879225,0.720448,84,93,114,85
-68.1265,0.962468,0.380381,3,7,0,71.9299,0.980228,0.911051,0.409379,0.727154,0.355247,0.713215,44,91,37,86
-67.841,0.997896,0.380381,3,7,0,68.407,0.975205,0.875836,0.570893,0.726156,0.235584,0.705959,65,92,19,88
-67.4203,0.965079,0.380381,2,7,0,71.2482,0.934931,0.748802,0.435265,0.718075,0.0880541,0.678918,51,91,7,85
-68.2654,0.979995,0.380381,3,7,0,68.2937,0.943023,0.626736,0.45626,0.71971,0.734499,0.651749,53,88,89,75
-67.2115,1,0.380381,2,3,0,68.3037,0.940695,0.824238,0.58473,0.71924,0.571901,0.695135,68,85,73,87
-66.9808,0.994296,0.380381,2,7,0,67.6106,0.906084,0.822055,0.294032,0.712198,0.288886,0.694672,38,77,40,89
-67.8146,0.970802,0.380381,3,7,0,67.9284,0.941672,0.96331,0.437989,0.719437,0.29479,0.723784,56,88,30,75
-67.9414,0.996685,0.380381,3,7,0,68.5692,0.655917,0.828587,0.681038,0.658343,0.271707,0.696056,76,75,29,81
-67.318,0.993496,0.380381,3,7,0,68.4245,0.938119,0.926311,0.709298,0.71872,0.47869,0.716326,84,85,59,91
-67.0087,0.984859,0.380381,3,7,0,68.236,0.880567,0.920199,0.580927,0.70694,0.445456,0.715083,70,86,42,87
-67.0334,0.990827,0.380381,3,7,0,67.5521,0.878214,0.782962,0.506556,0.706452,0.629874,0.686318,61,78,72,84
-67.1583,0.996634,0.380381,3,7,0,67.2575,0.824209,0.934163,0.574933,0.695129,0.551035,0.717919,80,79,62,93
-68.6175,0.931151,0.380381,3,7,0,68.9446,0.988633,0.907018,0.735017,0.728818,0.404014,0.71239,82,84,55,85
-67.9275,0.991998,0.380381,2,7,0,68.725,0.974938,0.912979,0.160455,0.726103,0.350787,0.713609,13,76,42,76
-67.0726,1,0.380381,3,7,0,68.0219,0.907556,0.791619,0.389218,0.7125,0.544878,0.688179,43,87,70,89
-68.3892,0.955582,0.380381,3,7,0,68.6418,0.970838,0.681012,0.880876,0.725286,0.277156,0.663965,110,81,30,77
-67.8543,0.995751,0.380381,3,7,0,68.8899,0.673456,0.911713,0.509805,0.662277,0.163968,0.713351,61,75,23,75
