# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-06 12:37:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/emily/AppData/Local/Temp/RtmpOIJBhk/standata-25083a96236f.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503061337-2-7b578e.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503061337-2-4a62bc.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.360383
# Diagonal elements of inverse mass matrix:
# 1.29157, 1.81102
-66.9629,0.990463,0.360383,3,7,0,67.6577,0.80988,0.857529,0.467528,0.692084,0.755578,0.702144,63,82,87,86
-67.4612,0.805065,0.360383,2,7,0,72.7145,0.910656,0.95657,0.962811,0.713134,0.545587,0.722435,114,81,61,92
-68.3638,0.994063,0.360383,3,7,0,68.4812,0.835462,0.986116,0.450401,0.697509,0.16739,0.72832,51,82,23,91
-68.1484,0.977179,0.360383,3,15,0,69.564,0.945634,0.974287,0.662658,0.720236,0.68085,0.725973,81,85,80,86
-68.413,0.997669,0.360383,3,7,0,69.3424,0.607237,0.901687,0.811358,0.64731,0.680286,0.711296,89,80,85,85
-68.1169,1,0.360383,3,7,0,68.7607,0.981653,0.884533,0.345206,0.727436,0.877314,0.707761,38,86,106,86
-67.2539,1,0.360383,3,7,0,68.1208,0.946105,0.835023,0.232638,0.720331,0.55516,0.697416,24,87,63,82
-69.3267,0.967817,0.360383,2,7,0,70.2809,0.994767,0.825865,0.202103,0.730028,0.686196,0.69548,31,99,84,86
-69.0621,0.990744,0.360383,2,3,0,69.6487,0.993387,0.873737,0.467071,0.729756,0.299242,0.705523,57,97,38,88
-70.8434,0.945606,0.360383,4,15,0,74.0405,0.991025,0.992732,0.431013,0.72929,0.484585,0.729627,58,94,66,88
-71.9724,0.99337,0.360383,3,15,0,74.2232,0.906545,0.999639,0.499361,0.712293,0.0767281,0.730988,58,94,9,85
-66.8698,0.978278,0.360383,4,15,0,72.7436,0.874578,0.875917,0.325037,0.705697,0.776719,0.705975,44,88,87,79
-67.0165,0.996226,0.360383,3,7,0,67.0816,0.802066,0.832836,0.107595,0.690416,0.792012,0.696954,11,81,106,88
-67.0066,0.938862,0.360383,4,15,0,68.7057,0.894703,0.915102,0.402753,0.70986,0.496939,0.714043,43,79,63,80
-68.0319,0.975455,0.360383,2,7,0,68.2552,0.970458,0.944682,0.81048,0.725211,0.87618,0.720044,100,94,101,91
-68.9693,0.991083,0.360383,2,7,0,70.4823,0.992737,0.868523,0.641224,0.729628,0.463279,0.704438,73,90,53,91
-68.5999,0.999224,0.360383,2,3,0,69.0415,0.988777,0.823775,0.478108,0.728846,0.543091,0.695037,60,91,65,87
-66.942,0.998517,0.360383,3,15,0,69.579,0.893348,0.899707,0.171138,0.709581,0.514809,0.710889,18,88,62,79
-67.7658,0.977065,0.360383,3,7,0,68.0929,0.971286,0.901203,0.293274,0.725376,0.752556,0.711197,39,93,84,87
-68.4613,0.993511,0.360383,3,15,0,69.1702,0.599656,0.891376,0.564067,0.645578,0.882355,0.709174,68,76,104,88
-67.5454,0.974611,0.360383,2,3,0,69.2305,0.735758,0.933178,0.395954,0.676068,0.593954,0.71772,58,85,72,87
-67.7526,0.953371,0.360383,2,3,0,68.4272,0.687666,0.913862,0.609683,0.665448,0.467264,0.71379,80,87,54,83
-67.7275,1,0.360383,4,15,0,67.9347,0.971376,0.842649,0.431557,0.725394,0.264469,0.699023,53,91,20,84
-66.901,0.9892,0.360383,2,7,0,68.7183,0.891558,0.843196,0.722087,0.709212,0.57868,0.699138,91,75,76,77
-66.9478,0.992614,0.360383,2,7,0,67.1718,0.84938,0.907088,0.463583,0.700437,0.782241,0.712404,62,88,97,79
-66.9806,0.965896,0.360383,2,5,0,68.3464,0.83585,0.80704,0.755457,0.69759,0.372224,0.691478,91,76,54,83
-67.0397,0.99579,0.360383,3,7,0,67.2082,0.915721,0.904145,0.347561,0.714169,0.850846,0.711801,45,81,103,89
-67.562,0.97726,0.360383,2,7,0,68.2542,0.837407,0.964904,0.736319,0.697919,0.203861,0.724103,92,79,19,86
-68.9441,0.980508,0.360383,2,7,0,69.7534,0.87985,0.992712,0.24271,0.706791,0.880936,0.729623,20,83,104,85
-68.3238,0.995213,0.360383,3,11,0,68.9437,0.852441,0.579534,0.700379,0.701079,0.393918,0.64096,92,82,43,70
-68.0379,0.977022,0.360383,4,15,0,69.5022,0.893475,0.980093,0.7969,0.709607,0.30156,0.727127,99,80,40,84
-67.4007,0.980581,0.360383,3,15,0,71.0827,0.951049,0.801003,0.656563,0.721326,0.409431,0.690189,75,79,46,73
-67.0926,1,0.360383,3,7,0,67.4506,0.931686,0.881191,0.802729,0.717417,0.667955,0.707069,93,86,83,86
-67.4253,0.991237,0.360383,3,7,0,67.6316,0.792473,0.949171,0.38474,0.688362,0.539918,0.720948,40,79,65,88
-67.4335,0.981041,0.360383,4,15,0,68.3974,0.932339,0.944838,0.686765,0.71755,0.252631,0.720076,84,94,32,88
-67.9921,0.983621,0.360383,2,7,0,68.6165,0.947425,0.968048,0.434769,0.720597,0.612153,0.72473,51,80,79,84
-68.2193,0.998152,0.360383,2,3,0,68.2754,0.94472,0.97665,0.672854,0.720052,0.598269,0.726443,83,82,70,94
-67.8291,0.999464,0.360383,2,3,0,68.3557,0.950057,0.958698,0.66329,0.721127,0.348033,0.722861,75,86,38,80
-66.965,0.983278,0.360383,2,7,0,69.4877,0.868862,0.801785,0.854219,0.704509,0.383755,0.690356,107,95,60,73
-67.0833,0.99288,0.360383,3,7,0,67.2588,0.899736,0.925757,0.790508,0.710895,0.820983,0.716214,96,91,105,86
-68.144,0.977821,0.360383,2,7,0,68.2019,0.923507,0.979572,0.409554,0.715756,0.506508,0.727023,47,80,67,86
-67.8366,1,0.360383,2,3,0,68.1477,0.910492,0.973094,0.538904,0.713101,0.293604,0.725736,60,87,32,91
-67.4797,0.992003,0.360383,3,15,0,68.6935,0.953624,0.921307,0.721172,0.721843,0.556043,0.715308,86,83,70,82
-70.9645,0.97389,0.360383,3,7,0,71.3656,0.996029,0.584834,0.94871,0.730277,0.375242,0.642179,114,87,42,77
-71.5606,0.987279,0.360383,3,7,0,71.8602,0.994996,0.496672,0.471069,0.730074,0.498362,0.621677,50,87,62,76
-70.6936,0.97384,0.360383,3,7,0,73.2828,0.994413,0.577556,0.306105,0.729959,0.223473,0.640505,36,83,33,60
-67.5658,1,0.360383,3,7,0,71.073,0.814246,0.962392,0.261554,0.693013,0.454263,0.723601,32,84,48,79
-68.4202,0.990763,0.360383,3,7,0,68.6873,0.915542,0.985753,0.268593,0.714133,0.363304,0.728248,32,83,43,82
-67.8934,0.98268,0.360383,3,7,0,70.2994,0.659182,0.884721,0.337825,0.659077,0.63273,0.7078,39,78,72,83
-68.3502,0.984814,0.360383,2,3,0,68.5703,0.608937,0.845589,0.363549,0.647698,0.753674,0.699641,46,85,87,93
-67.3614,1,0.360383,4,15,0,68.5911,0.953728,0.834448,0.279356,0.721864,0.585517,0.697295,42,84,68,80
-67.5678,0.994295,0.360383,1,3,0,67.6662,0.962763,0.814325,0.612926,0.723675,0.510305,0.69303,68,80,56,95
-70.0793,0.956259,0.360383,3,11,0,71.2573,0.996622,0.946482,0.421307,0.730394,0.551159,0.720407,52,91,59,77
-69.3332,1,0.360383,3,7,0,70.095,0.99469,0.903403,0.173781,0.730013,0.155752,0.711648,24,81,25,92
-69.0378,0.986269,0.360383,3,7,0,70.3885,0.990325,0.741952,0.324589,0.729152,0.848139,0.677423,39,83,105,83
-67.0723,0.971265,0.360383,2,7,0,71.4681,0.929347,0.879927,0.565988,0.716943,0.501571,0.706807,78,83,60,80
-66.8935,1,0.360383,3,7,0,67.1036,0.876076,0.833032,0.871211,0.706008,0.835436,0.696996,109,79,99,83
-68.8796,0.936145,0.360383,3,11,0,69.4502,0.992032,0.862204,0.654906,0.729489,0.493007,0.703121,83,92,64,92
